BBRI.JK,2025-04-18,3630.0,3652.8921384071705,3609.538241301483
BBYB.JK,2025-04-18,189.0,191.58916707866595,187.8482422220765
BDKR.JK,2025-04-18,124.0,124.34627376868427,120.01691121456444
BMRI.JK,2025-04-18,4600.0,4649.336574669343,4570.136701879116
BFIN.JK,2025-04-18,780.0,785.6112485402864,770.176012791331
BMTR.JK,2025-04-18,131.0,133.00699109718818,129.91665681113474
BNGA.JK,2025-04-18,1810.0,1819.3931292271461,1809.7734837468126
BRIS.JK,2025-04-18,2440.0,2589.555761255692,2428.8631638799493
BRMS.JK,2025-04-18,374.0,380.75398602172527,369.31810618915836
BRPT.JK,2025-04-18,720.0,763.2027587169068,705.5744975929308
BSDE.JK,2025-04-18,795.0,819.6837341661684,790.2014679078129
BTPS.JK,2025-04-18,985.0,995.3439086787823,930.2518681884511
CMRY.JK,2025-04-18,4270.0,4339.5452152057715,4221.417258123586
CPIN.JK,2025-04-18,4210.0,4251.722011678272,4166.757584126906
CTRA.JK,2025-04-18,820.0,849.0337642662939,809.4216287784288
DEWA.JK,2025-04-18,108.0,109.04244475477756,106.96182974955781
DSNG.JK,2025-04-18,715.0,729.5332047895885,710.014583060108
ELSA.JK,2025-04-18,418.0,423.9555161634874,413.5464745071216
EMTK.JK,2025-04-18,505.0,515.4616130249054,498.26610905634845
ENRG.JK,2025-04-18,175.0,175.9004451962961,173.89496213035383
ERAA.JK,2025-04-18,428.0,431.735797143117,421.23896156976963
ESSA.JK,2025-04-18,615.0,625.004071700883,609.3164441742739
EXCL.JK,2025-04-18,2200.0,2200.6908285832587,2171.5559503400414
FILM.JK,2025-04-18,2340.0,2399.9006453994525,2309.778942322792
GGRM.JK,2025-04-18,9425.0,9576.468657939098,9238.497651313342
GJTL.JK,2025-04-18,995.0,1000.5775367757745,991.3739995261993
HEAL.JK,2025-04-18,1020.0,1021.2131999376293,1010.9911193012259
HMSP.JK,2025-04-18,565.0,575.2029218174965,564.3084993236739
HRUM.JK,2025-04-18,690.0,709.3544454394474,670.7360714164816
ICBP.JK,2025-04-18,10175.0,10742.089370553864,10113.77299314495
INCO.JK,2025-04-18,2360.0,2433.5949779360544,2348.1609009207077
INDF.JK,2025-04-18,7275.0,7353.318389821043,7251.767001360034
INET.JK,2025-04-18,114.0,116.67740085868547,110.97916846600232
INDY.JK,2025-04-18,1120.0,1149.1912291226586,1119.4690246610605
INKP.JK,2025-04-18,4830.0,4858.095130490016,4789.7390997023385
INTP.JK,2025-04-18,5350.0,5398.8218386442395,5258.569804728118
ITMG.JK,2025-04-18,24600.0,24789.24023698639,24508.316454618773
ISAT.JK,2025-04-18,1655.0,1773.9035719601268,1639.894684968632
JPFA.JK,2025-04-18,2040.0,2050.9177951080105,1975.6007003220664
JSMR.JK,2025-04-18,4160.0,4307.326747151522,4138.533631192175
KIJA.JK,2025-04-18,170.0,171.09394955752748,169.03118171985633
KLBF.JK,2025-04-18,1205.0,1210.946639095958,1183.6406887606634
KPIG.JK,2025-04-18,118.0,118.13789950135961,116.20398520127233
LSIP.JK,2025-04-18,1115.0,1124.7039242957924,1104.726199244408
MAPA.JK,2025-04-18,615.0,636.9355557562291,608.0091843390838
MAPI.JK,2025-04-18,1365.0,1409.1048971742605,1349.8225557997234
MARK.JK,2025-04-18,890.0,890.3359628078375,845.9637037908328
MBMA.JK,2025-04-18,280.0,297.84503680074073,277.58090767899193
MDKA.JK,2025-04-18,1505.0,1745.149783539177,1500.0648210176503
MEDC.JK,2025-04-18,1040.0,1054.9559454244393,1031.3244394832852
MIDI.JK,2025-04-18,346.0,349.8708908156291,343.76836043460014
MIKA.JK,2025-04-18,2380.0,2442.4907674219976,2388.9493398824875
MNCN.JK,2025-04-18,248.0,252.03118318281446,242.15716686968162
MTEL.JK,2025-04-18,565.0,573.8808101031076,554.5310320138406
MYOR.JK,2025-04-18,2190.0,2217.4498551661495,2168.5208024123813
NCKL.JK,2025-04-18,620.0,646.0404521818147,619.2581373419157
NISP.JK,2025-04-18,1265.0,1274.3509228093167,1260.1603204031612
PANI.JK,2025-04-18,9700.0,9815.814736757848,9646.993123077948
PGAS.JK,2025-04-18,1660.0,1679.6241860008374,1654.487766412736
PGEO.JK,2025-04-18,835.0,843.7266887058134,824.4372496550714
PNLF.JK,2025-04-18,326.0,380.8123049725716,326.25480055182487
PTBA.JK,2025-04-18,2710.0,2749.8357243347127,2700.209993009179
PTPP.JK,2025-04-18,308.0,345.2768779814835,307.64376944230906
PTRO.JK,2025-04-18,2320.0,2350.544885567896,2299.294363263997
PWON.JK,2025-04-18,352.0,356.1583832649563,349.4763213208401
RAJA.JK,2025-04-18,1870.0,1894.750610378632,1820.5184387565946
SCMA.JK,2025-04-18,185.0,189.0463917311835,182.9871055128487
SIDO.JK,2025-04-18,560.0,561.2517957412125,540.0827326208371
SMGR.JK,2025-04-18,2490.0,2522.4583795731673,2442.7496140159224
SMIL.JK,2025-04-18,484.0,502.77334446073604,481.14188612544234
SMRA.JK,2025-04-18,382.0,387.5694411112764,378.1903885869021
SRTG.JK,2025-04-18,1500.0,1579.6724335672934,1487.310148451158
SSIA.JK,2025-04-18,785.0,796.2599097163857,776.023416391763
SSMS.JK,2025-04-18,1695.0,1722.6911285418405,1665.603547527102
TINS.JK,2025-04-18,1015.0,1035.043758617703,1008.6571802031992
TKIM.JK,2025-04-18,4840.0,4879.604336616925,4830.862639579305
TLKM.JK,2025-04-18,2580.0,2611.799011486063,2511.810789365126
TOBA.JK,2025-04-18,330.0,334.00825907910047,325.9973481548746
TOWR.JK,2025-04-18,525.0,545.189943156061,524.6625655382369
TPIA.JK,2025-04-18,7450.0,7541.333220710458,7326.293575121913
TSPC.JK,2025-04-18,2560.0,2607.418859614748,2534.330470371517
UNTR.JK,2025-04-18,22200.0,22506.94860878679,22094.164362800017
UNVR.JK,2025-04-18,1315.0,1344.7498809344374,1304.2339137284578
AKRA.JK,2025-04-18,1035.0,1064.9267135410544,1025.547110855835
ADMR.JK,2025-04-18,890.0,905.2989425675551,884.9624924575572
ACES.JK,2025-04-18,480.0,482.4248236628832,465.2579400494706
ADRO.JK,2025-04-18,1780.0,1809.9233058708753,1768.905132985134
AMMN.JK,2025-04-18,6150.0,6421.311470769085,6053.534454419354
AMRT.JK,2025-04-18,1985.0,1991.9351835198693,1944.735455090964
ANTM.JK,2025-04-18,1950.0,1962.415418113872,1912.4720878294627
ARTO.JK,2025-04-18,1535.0,1580.5612559949375,1526.0001860051482
ASII.JK,2025-04-18,4750.0,4761.32320931361,4709.700963135215
AUTO.JK,2025-04-18,2010.0,2039.8789956726534,1995.4452366401927
AVIA.JK,2025-04-18,398.0,400.2258750007924,393.92317894033977
BBCA.JK,2025-04-18,8375.0,8500.79481190833,8356.94024761348
BBNI.JK,2025-04-18,4070.0,4110.599947115144,4040.6928038549804
BBRI.JK,2025-04-18,3630.0,3657.5069914781816,3608.365469926209
BBTN.JK,2025-04-18,945.0,959.9787850264586,925.4237532447547
BBYB.JK,2025-04-18,189.0,191.77180155083528,187.9037514598399
BDKR.JK,2025-04-18,124.0,124.31199940173273,120.03388389545934
BFIN.JK,2025-04-18,780.0,785.5586365452401,769.6071090674714
BMTR.JK,2025-04-18,131.0,133.05934824846457,129.9028729530632
BMRI.JK,2025-04-18,4600.0,4648.5421597012555,4569.467183121773
BNGA.JK,2025-04-18,1810.0,1819.591405461758,1809.6886576145343
BRIS.JK,2025-04-18,2440.0,2589.239274378586,2427.612508308825
BRPT.JK,2025-04-18,720.0,763.1883091309019,705.5188548081844
BRMS.JK,2025-04-18,374.0,380.86007223196333,368.9416449020336
BSDE.JK,2025-04-18,795.0,819.9534952713192,790.6688987779111
BTPS.JK,2025-04-18,985.0,995.4941673530251,930.0362007407942
CPIN.JK,2025-04-18,4210.0,4251.873663536037,4168.68895294615
CMRY.JK,2025-04-18,4270.0,4341.309124093658,4222.65371266862
CTRA.JK,2025-04-18,820.0,848.8711834739879,809.7650487726424
DEWA.JK,2025-04-18,108.0,109.12372707870892,107.03785273045573
DSNG.JK,2025-04-18,715.0,729.5642041768591,709.753140079274
ELSA.JK,2025-04-18,418.0,424.002036900173,413.5119355990148
EMTK.JK,2025-04-18,505.0,515.6687589219184,498.287398675391
ENRG.JK,2025-04-18,175.0,175.89654217661501,173.77538688053022
ERAA.JK,2025-04-18,428.0,431.77563203420056,421.05843447988644
ESSA.JK,2025-04-18,615.0,625.3680381320899,608.9417546983855
EXCL.JK,2025-04-18,2200.0,2199.733627721949,2161.000946637054
FILM.JK,2025-04-18,2340.0,2398.9131767898043,2309.677782244675
GGRM.JK,2025-04-18,9425.0,9572.414765919495,9237.885289806543
GJTL.JK,2025-04-18,995.0,1000.7827377115997,991.3680040728244
HEAL.JK,2025-04-18,1020.0,1020.0901348710963,1010.954280365178
HMSP.JK,2025-04-18,565.0,575.1580673492815,564.4007978289098
HRUM.JK,2025-04-18,690.0,709.3544454394474,670.8565678579088
ICBP.JK,2025-04-18,10175.0,10743.04941284631,10115.522349915078
INCO.JK,2025-04-18,2360.0,2432.4334171945866,2350.6779119419207
INDF.JK,2025-04-18,7275.0,7351.746622103738,7250.520462009412
INDY.JK,2025-04-18,1120.0,1149.345444562174,1120.013515785728
INET.JK,2025-04-18,114.0,116.52440124397731,110.9592627227488
INKP.JK,2025-04-18,4830.0,4859.214064882459,4792.518837423844
INTP.JK,2025-04-18,5350.0,5398.692786574335,5260.972161879653
ISAT.JK,2025-04-18,1655.0,1773.7496382566549,1639.55572218499
ITMG.JK,2025-04-18,24600.0,24789.404048160326,24516.944618550537
JPFA.JK,2025-04-18,2040.0,2050.6212759443074,1975.1859011041765
JSMR.JK,2025-04-18,4160.0,4307.944433329809,4138.797645397335
KIJA.JK,2025-04-18,170.0,171.0569490385016,169.00116493812058
KLBF.JK,2025-04-18,1205.0,1210.6943659943295,1183.805116677532
KPIG.JK,2025-04-18,118.0,118.11186214592024,115.52211884771434
LSIP.JK,2025-04-18,1115.0,1124.9335531758695,1104.5854890307442
MAPA.JK,2025-04-18,615.0,637.0264551457012,607.8523416732847
MAPI.JK,2025-04-18,1365.0,1409.2426196248653,1350.071672653634
MARK.JK,2025-04-18,890.0,890.3002812255298,845.7013185074393
MBMA.JK,2025-04-18,280.0,297.84014697513186,277.5495612956857
MDKA.JK,2025-04-18,1505.0,1745.8448517110342,1500.6191925623923
MEDC.JK,2025-04-18,1040.0,1055.0424513915298,1031.598024125038
MIDI.JK,2025-04-18,346.0,349.8914238943068,343.84746272205086
MIKA.JK,2025-04-18,2380.0,2441.550712702763,2389.621602656418
MNCN.JK,2025-04-18,248.0,252.0718804343742,242.12240466757595
MTEL.JK,2025-04-18,565.0,573.5293098919848,554.816705489034
MYOR.JK,2025-04-18,2190.0,2218.2813392789303,2168.0828531949674
NCKL.JK,2025-04-18,620.0,645.8743826786033,619.1919212967958
NISP.JK,2025-04-18,1265.0,1274.5420722958595,1259.9105966204213
PANI.JK,2025-04-18,9700.0,9824.21055067027,9651.245301511117
PGAS.JK,2025-04-18,1660.0,1679.9559739728245,1654.4131853815918
PGEO.JK,2025-04-18,835.0,843.8190482657311,824.4669084483174
PNLF.JK,2025-04-18,326.0,381.0248216089273,326.3170863119909
PTBA.JK,2025-04-18,2710.0,2749.902067544065,2700.0222678628697
PTPP.JK,2025-04-18,308.0,345.5300421592062,307.59214518742186
PTRO.JK,2025-04-18,2320.0,2351.8589539976797,2298.6840105137344
PWON.JK,2025-04-18,352.0,356.1197433202864,349.55089243176553
RAJA.JK,2025-04-18,1870.0,1895.4557496059604,1816.1126739952715
SCMA.JK,2025-04-18,185.0,189.0264691563192,182.88790259275382
SIDO.JK,2025-04-18,560.0,561.4826029713399,540.2634456231277
SMGR.JK,2025-04-18,2490.0,2521.1901725808625,2443.1535213121783
SMIL.JK,2025-04-18,484.0,503.4118985963789,481.2470802322995
SMRA.JK,2025-04-18,382.0,387.77559247787656,378.22798089750273
SRTG.JK,2025-04-18,1500.0,1579.706460100796,1488.330633647646
SSIA.JK,2025-04-18,785.0,795.4734368349498,777.5381084894765
SSMS.JK,2025-04-18,1695.0,1723.5666961747236,1665.7574173761277
TINS.JK,2025-04-18,1015.0,1035.0900365017333,1008.3249976702868
TKIM.JK,2025-04-18,4840.0,4879.691780070407,4830.378979332476
TLKM.JK,2025-04-18,2580.0,2613.716060836706,2512.438609862807
TOBA.JK,2025-04-18,330.0,333.95603850311545,325.90249734354325
TOWR.JK,2025-04-18,525.0,545.118780127752,524.776132664159
TPIA.JK,2025-04-18,7450.0,7537.645978595139,7330.184562165859
TSPC.JK,2025-04-18,2560.0,2607.2439560066355,2538.0010319396174
UNTR.JK,2025-04-18,22200.0,22499.694753435295,22100.035991458735
UNVR.JK,2025-04-18,1315.0,1344.7181828035493,1303.9694349097758
